movie_id,movie_title,review,rating,sentiment,sentiment_score,sentiment_label
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies","Some good parts, some bad. The atmosphere was inconsistent.",6.7,neutral,-0.1531,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Mixed feelings about this movie. The pacing was hit or miss.,6.4,neutral,-0.1531,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies","Watchable but forgettable. The dialogue was ordinary. 'Searching Ruins on Broadway, Galveston, for Dead Bodies' missed the mark.",6.4,neutral,-0.9274,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Failed to deliver on all fronts. The dialogue was lacking.,3.7,negative,-0.5106,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Incredible storytelling and The performances was top-notch.,7.1,positive,0.0,neutral
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Do not recommend this film. The screenplay was disappointing.,3.4,negative,-0.6497,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Very disappointed with this movie. The dialogue was terrible.,3.0,negative,-0.7574,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Neither impressed nor disappointed. The dialogue was moderate.,6.7,neutral,-0.5724,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Very disappointed with this movie. The performances was terrible.,3.8,negative,-0.7574,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",An average viewing experience. The pacing was reasonable.,6.7,neutral,0.0,neutral
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies","Some good parts, some bad. The character development was inconsistent. 'Searching Ruins on Broadway, Galveston, for Dead Bodies' missed the mark.",5.9,neutral,-0.875,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Neither impressed nor disappointed. The special effects was moderate.,6.0,neutral,-0.7151,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",It had its moments. The plot was satisfactory.,5.0,neutral,0.3612,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies","Not bad, not great. The story was average.",4.4,neutral,0.6754,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies","Some good parts, some bad. The atmosphere was inconsistent. 'Searching Ruins on Broadway, Galveston, for Dead Bodies' missed the mark.",5.2,neutral,-0.875,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Do not recommend this film. The story was disappointing.,3.0,negative,-0.6497,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Very disappointed with this movie. The cinematography was terrible.,3.2,negative,-0.7574,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",This movie was okay. The acting was decent.,6.1,neutral,0.2263,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Waste of time and money. The cinematography was horrible.,3.6,negative,-0.743,negative
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies","This movie was absolutely fantastic! The performances was incredible. 'Searching Ruins on Broadway, Galveston, for Dead Bodies' is definitely worth your time.",7.2,positive,0.0789,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies","Highly recommend this movie! The character development was brilliant. 'Searching Ruins on Broadway, Galveston, for Dead Bodies' is definitely worth your time.",7.6,positive,0.5081,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",It was an alright film. The direction was acceptable.,4.2,neutral,0.5106,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",Could have been better. The performances was fair.,4.9,neutral,0.6369,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",It had its moments. The dialogue was satisfactory.,5.5,neutral,0.3612,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",A must-watch movie! The screenplay was superb.,7.3,positive,0.6588,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",This movie is a masterpiece. The special effects was exceptional.,7.5,positive,0.7783,positive
4,"Searching Ruins on Broadway, Galveston, for Dead Bodies",This movie was okay. The character development was decent.,4.6,neutral,0.2263,positive
5,Sherlock Holmes Baffled,Very disappointed with this movie. The screenplay was terrible.,3.6,negative,-0.7574,negative
5,Sherlock Holmes Baffled,I couldn't finish watching this film. The atmosphere was awful.,3.0,negative,-0.4588,negative
5,Sherlock Holmes Baffled,Mixed feelings about this movie. The plot was hit or miss.,5.1,neutral,-0.1531,negative
6,An Affair of Honor,Highly recommend this movie! The direction was brilliant. 'An Affair of Honor' is definitely worth your time.,8.2,positive,0.9285,positive
7,Another Job for the Undertaker,Mixed feelings about this movie. The direction was hit or miss.,4.3,neutral,-0.1531,negative
8,Arrival of Tongkin Train,I loved every minute of this film. The pacing exceeded all expectations.,10.0,positive,0.5994,positive
9,The Artist's Dilemma,Amazing film from start to finish. The story was perfect. 'The Artist's Dilemma' is definitely worth your time.,9.0,positive,0.886,positive
9,The Artist's Dilemma,I loved every minute of this film. The acting exceeded all expectations.,10.0,positive,0.5994,positive
9,The Artist's Dilemma,I loved every minute of this film. The production value exceeded all expectations. 'The Artist's Dilemma' is definitely worth your time.,8.9,positive,0.8481,positive
9,The Artist's Dilemma,This movie was absolutely fantastic! The atmosphere was incredible.,10.0,positive,0.6352,positive
9,The Artist's Dilemma,Thoroughly enjoyed this film. The pacing was wonderful.,8.3,positive,0.807,positive
9,The Artist's Dilemma,Incredible storytelling and The pacing was top-notch.,10.0,positive,0.0,neutral
9,The Artist's Dilemma,Thoroughly enjoyed this film. The direction was wonderful.,8.4,positive,0.807,positive
9,The Artist's Dilemma,Thoroughly enjoyed this film. The cinematography was wonderful. 'The Artist's Dilemma' is definitely worth your time.,9.6,positive,0.8805,positive
9,The Artist's Dilemma,This movie was okay. The plot was decent.,6.3,neutral,0.2263,positive
9,The Artist's Dilemma,This movie is a masterpiece. The dialogue was exceptional. 'The Artist's Dilemma' is definitely worth your time.,10.0,positive,0.7741,positive
9,The Artist's Dilemma,I loved every minute of this film. The dialogue exceeded all expectations.,10.0,positive,0.5994,positive
9,The Artist's Dilemma,This film deserves all the praise. The special effects was magnificent. 'The Artist's Dilemma' is definitely worth your time.,9.4,positive,0.9201,positive
9,The Artist's Dilemma,Incredible storytelling and The screenplay was top-notch.,9.2,positive,0.0,neutral
9,The Artist's Dilemma,This movie was absolutely fantastic! The screenplay was incredible.,7.7,positive,0.6352,positive
9,The Artist's Dilemma,This movie was absolutely fantastic! The story was incredible. 'The Artist's Dilemma' is definitely worth your time.,7.9,positive,0.7796,positive
9,The Artist's Dilemma,Incredible storytelling and The production value was top-notch.,9.5,positive,0.34,positive
9,The Artist's Dilemma,This movie was absolutely fantastic! The story was incredible.,9.5,positive,0.6352,positive
9,The Artist's Dilemma,Highly recommend this movie! The cinematography was brilliant. 'The Artist's Dilemma' is definitely worth your time.,10.0,positive,0.8685,positive
10,Band and Battalion of the U.S. Indian School,Watchable but forgettable. The special effects was ordinary.,6.8,neutral,0.5499,positive
10,Band and Battalion of the U.S. Indian School,"Some good parts, some bad. The acting was inconsistent.",6.8,neutral,-0.1531,negative
10,Band and Battalion of the U.S. Indian School,This movie is a masterpiece. The character development was exceptional. 'Band and Battalion of the U.S. Indian School' is definitely worth your time.,7.8,positive,0.8271,positive
10,Band and Battalion of the U.S. Indian School,One of the best movies I've seen. The performances was outstanding.,7.0,positive,0.8481,positive
10,Band and Battalion of the U.S. Indian School,Watchable but forgettable. The production value was ordinary. 'Band and Battalion of the U.S. Indian School' missed the mark.,6.8,neutral,0.0772,positive
10,Band and Battalion of the U.S. Indian School,It was an alright film. The cinematography was acceptable.,5.1,neutral,0.5106,positive
10,Band and Battalion of the U.S. Indian School,It was an alright film. The pacing was acceptable.,6.4,neutral,0.5106,positive
10,Band and Battalion of the U.S. Indian School,Could have been better. The cinematography was fair. 'Band and Battalion of the U.S. Indian School' missed the mark.,4.2,neutral,0.4588,positive
10,Band and Battalion of the U.S. Indian School,Watchable but forgettable. The performances was ordinary.,6.2,neutral,0.0,neutral
10,Band and Battalion of the U.S. Indian School,I loved every minute of this film. The plot exceeded all expectations. 'Band and Battalion of the U.S. Indian School' is definitely worth your time.,7.6,positive,0.8176,positive
10,Band and Battalion of the U.S. Indian School,Amazing film from start to finish. The performances was perfect. 'Band and Battalion of the U.S. Indian School' is definitely worth your time.,7.4,positive,0.9022,positive
10,Band and Battalion of the U.S. Indian School,Watchable but forgettable. The story was ordinary. 'Band and Battalion of the U.S. Indian School' missed the mark.,6.2,neutral,-0.4215,negative
10,Band and Battalion of the U.S. Indian School,An average viewing experience. The character development was reasonable.,7.0,neutral,0.0,neutral
10,Band and Battalion of the U.S. Indian School,It had its moments. The cinematography was satisfactory.,6.4,neutral,0.3612,positive
10,Band and Battalion of the U.S. Indian School,This movie was okay. The character development was decent. 'Band and Battalion of the U.S. Indian School' missed the mark.,5.3,neutral,-0.0772,negative
10,Band and Battalion of the U.S. Indian School,"Some good parts, some bad. The pacing was inconsistent.",5.4,neutral,-0.1531,negative
10,Band and Battalion of the U.S. Indian School,Terrible movie overall. The production value was bad.,3.3,negative,-0.6369,negative
10,Band and Battalion of the U.S. Indian School,I loved every minute of this film. The music exceeded all expectations. 'Band and Battalion of the U.S. Indian School' is definitely worth your time.,7.2,positive,0.8176,positive
10,Band and Battalion of the U.S. Indian School,"Some good parts, some bad. The screenplay was inconsistent.",4.8,neutral,-0.1531,negative
10,Band and Battalion of the U.S. Indian School,A must-watch movie! The music was superb. 'Band and Battalion of the U.S. Indian School' is definitely worth your time.,9.0,positive,0.8398,positive
10,Band and Battalion of the U.S. Indian School,Mixed feelings about this movie. The cinematography was hit or miss.,4.5,neutral,-0.1531,negative
10,Band and Battalion of the U.S. Indian School,It had its moments. The pacing was satisfactory.,6.1,neutral,0.3612,positive
10,Band and Battalion of the U.S. Indian School,This film was a letdown. The music was subpar.,3.6,negative,0.0,neutral
10,Band and Battalion of the U.S. Indian School,Watchable but forgettable. The screenplay was ordinary.,5.7,neutral,0.0,neutral
10,Band and Battalion of the U.S. Indian School,This movie is a masterpiece. The direction was exceptional. 'Band and Battalion of the U.S. Indian School' is definitely worth your time.,8.9,positive,0.8271,positive
10,Band and Battalion of the U.S. Indian School,Thoroughly enjoyed this film. The performances was wonderful. 'Band and Battalion of the U.S. Indian School' is definitely worth your time.,7.6,positive,0.8977,positive
10,Band and Battalion of the U.S. Indian School,It was an alright film. The production value was acceptable. 'Band and Battalion of the U.S. Indian School' missed the mark.,4.5,neutral,0.5423,positive
10,Band and Battalion of the U.S. Indian School,Neither impressed nor disappointed. The character development was moderate. 'Band and Battalion of the U.S. Indian School' missed the mark.,6.5,neutral,-0.7099,negative
10,Band and Battalion of the U.S. Indian School,I loved every minute of this film. The plot exceeded all expectations.,8.8,positive,0.5994,positive
10,Band and Battalion of the U.S. Indian School,It had its moments. The dialogue was satisfactory. 'Band and Battalion of the U.S. Indian School' missed the mark.,5.8,neutral,0.0772,positive
10,Band and Battalion of the U.S. Indian School,An average viewing experience. The dialogue was reasonable.,6.7,neutral,0.0,neutral
10,Band and Battalion of the U.S. Indian School,This movie was okay. The dialogue was decent.,6.7,neutral,0.2263,positive
10,Band and Battalion of the U.S. Indian School,This film deserves all the praise. The story was magnificent. 'Band and Battalion of the U.S. Indian School' is definitely worth your time.,7.2,positive,0.9022,positive
10,Band and Battalion of the U.S. Indian School,I loved every minute of this film. The screenplay exceeded all expectations.,7.2,positive,0.5994,positive
10,Band and Battalion of the U.S. Indian School,It was an alright film. The performances was acceptable.,6.1,neutral,0.5106,positive
10,Band and Battalion of the U.S. Indian School,Mixed feelings about this movie. The acting was hit or miss.,5.4,neutral,-0.1531,negative
11,Barnum and Bailey's Circus,Mixed feelings about this movie. The performances was hit or miss.,5.5,neutral,-0.1531,negative
12,Boxing in Barrels,An average viewing experience. The direction was reasonable.,5.2,neutral,0.0,neutral
13,The Gordon Sisters Boxing,Amazing film from start to finish. The cinematography was perfect. 'The Gordon Sisters Boxing' is definitely worth your time.,7.3,positive,0.9022,positive
14,Kansas Saloon Smashers,Waste of time and money. The dialogue was horrible. 'Kansas Saloon Smashers' missed the mark.,3.6,negative,-0.8176,negative
15,Love by the Light of the Moon,A must-watch movie! The atmosphere was superb. 'Love by the Light of the Moon' is definitely worth your time.,8.0,positive,0.9215,positive
16,The Martyred Presidents,Thoroughly enjoyed this film. The dialogue was wonderful. 'The Martyred Presidents' is definitely worth your time.,10.0,positive,0.8977,positive
16,The Martyred Presidents,Could have been better. The screenplay was fair.,4.8,neutral,0.6369,positive
16,The Martyred Presidents,Incredible storytelling and The atmosphere was top-notch.,8.4,positive,0.0,neutral
16,The Martyred Presidents,One of the best movies I've seen. The direction was outstanding. 'The Martyred Presidents' is definitely worth your time.,7.5,positive,0.9153,positive
16,The Martyred Presidents,One of the best movies I've seen. The story was outstanding. 'The Martyred Presidents' is definitely worth your time.,8.6,positive,0.9153,positive
16,The Martyred Presidents,A must-watch movie! The screenplay was superb. 'The Martyred Presidents' is definitely worth your time.,7.3,positive,0.8398,positive
16,The Martyred Presidents,This film deserves all the praise. The acting was magnificent.,8.3,positive,0.8176,positive
16,The Martyred Presidents,Could have been better. The production value was fair. 'The Martyred Presidents' missed the mark.,5.6,neutral,0.6597,positive
16,The Martyred Presidents,Could have been better. The direction was fair.,5.8,neutral,0.6369,positive
16,The Martyred Presidents,Highly recommend this movie! The screenplay was brilliant. 'The Martyred Presidents' is definitely worth your time.,8.0,positive,0.8881,positive
17,President McKinley and Escort Going to the Capitol,"Some good parts, some bad. The cinematography was inconsistent.",5.0,neutral,-0.1531,negative
17,President McKinley and Escort Going to the Capitol,This film was a letdown. The special effects was subpar.,2.7,negative,0.4019,positive
18,President McKinley Taking the Oath,Mixed feelings about this movie. The screenplay was hit or miss. 'President McKinley Taking the Oath' missed the mark.,5.2,neutral,-0.4215,negative
18,President McKinley Taking the Oath,Watchable but forgettable. The acting was ordinary.,4.6,neutral,0.0,neutral
18,President McKinley Taking the Oath,Highly recommend this movie! The direction was brilliant.,7.1,positive,0.7836,positive
18,President McKinley Taking the Oath,Mixed feelings about this movie. The special effects was hit or miss. 'President McKinley Taking the Oath' missed the mark.,5.3,neutral,-0.0258,neutral
18,President McKinley Taking the Oath,Mixed feelings about this movie. The atmosphere was hit or miss.,4.5,neutral,-0.1531,negative
18,President McKinley Taking the Oath,It was an alright film. The production value was acceptable.,4.9,neutral,0.6908,positive
18,President McKinley Taking the Oath,I expected much better. The atmosphere was weak.,4.0,negative,0.0,neutral
18,President McKinley Taking the Oath,Could have been better. The character development was fair.,5.0,neutral,0.6369,positive
18,President McKinley Taking the Oath,"Some good parts, some bad. The direction was inconsistent. 'President McKinley Taking the Oath' missed the mark.",5.5,neutral,-0.4215,negative
18,President McKinley Taking the Oath,This movie was okay. The direction was decent.,6.7,neutral,0.2263,positive
18,President McKinley Taking the Oath,"Not bad, not great. The pacing was average. 'President McKinley Taking the Oath' missed the mark.",5.4,neutral,0.5183,positive
18,President McKinley Taking the Oath,Watchable but forgettable. The performances was ordinary. 'President McKinley Taking the Oath' missed the mark.,6.0,neutral,-0.4215,negative
18,President McKinley Taking the Oath,It was an alright film. The plot was acceptable.,5.0,neutral,0.5106,positive
18,President McKinley Taking the Oath,I loved every minute of this film. The character development exceeded all expectations.,7.2,positive,0.5994,positive
18,President McKinley Taking the Oath,Watchable but forgettable. The cinematography was ordinary.,6.7,neutral,0.0,neutral
18,President McKinley Taking the Oath,It was an alright film. The production value was acceptable. 'President McKinley Taking the Oath' missed the mark.,5.2,neutral,0.5423,positive
18,President McKinley Taking the Oath,Do not recommend this film. The production value was disappointing.,2.9,negative,-0.4423,negative
18,President McKinley Taking the Oath,It had its moments. The music was satisfactory.,6.4,neutral,0.3612,positive
18,President McKinley Taking the Oath,Mixed feelings about this movie. The story was hit or miss.,6.5,neutral,-0.1531,negative
18,President McKinley Taking the Oath,An average viewing experience. The music was reasonable.,4.7,neutral,0.0,neutral
18,President McKinley Taking the Oath,Neither impressed nor disappointed. The character development was moderate. 'President McKinley Taking the Oath' missed the mark.,5.2,neutral,-0.7099,negative
18,President McKinley Taking the Oath,Neither impressed nor disappointed. The story was moderate.,4.3,neutral,-0.5724,negative
18,President McKinley Taking the Oath,"Some good parts, some bad. The production value was inconsistent.",6.2,neutral,0.2023,positive
18,President McKinley Taking the Oath,Neither impressed nor disappointed. The screenplay was moderate. 'President McKinley Taking the Oath' missed the mark.,4.1,neutral,-0.7099,negative
18,President McKinley Taking the Oath,Watchable but forgettable. The production value was ordinary.,6.8,neutral,0.4767,positive
18,President McKinley Taking the Oath,It had its moments. The acting was satisfactory. 'President McKinley Taking the Oath' missed the mark.,6.8,neutral,0.0772,positive
18,President McKinley Taking the Oath,An average viewing experience. The story was reasonable.,6.4,neutral,0.0,neutral
18,President McKinley Taking the Oath,Very disappointed with this movie. The character development was terrible.,2.8,negative,-0.7574,negative
19,"Terrible Teddy, the Grizzly King",Highly recommend this movie! The character development was brilliant.,9.8,positive,0.7836,positive
19,"Terrible Teddy, the Grizzly King",Could have been better. The dialogue was fair.,4.7,neutral,0.6369,positive
19,"Terrible Teddy, the Grizzly King",One of the best movies I've seen. The story was outstanding.,10.0,positive,0.8481,positive
19,"Terrible Teddy, the Grizzly King",Could have been better. The production value was fair.,6.6,neutral,0.765,positive
19,"Terrible Teddy, the Grizzly King","I loved every minute of this film. The pacing exceeded all expectations. 'Terrible Teddy, the Grizzly King' is definitely worth your time.",9.3,positive,0.6597,positive
19,"Terrible Teddy, the Grizzly King","It was an alright film. The production value was acceptable. 'Terrible Teddy, the Grizzly King' missed the mark.",6.8,neutral,0.1027,positive
20,Jack and the Beanstalk,Neither impressed nor disappointed. The music was moderate.,4.9,neutral,-0.5724,negative
20,Jack and the Beanstalk,Incredible storytelling and The acting was top-notch.,7.2,positive,0.0,neutral
21,Snow White,An average viewing experience. The special effects was reasonable.,6.7,neutral,0.4019,positive
22,Alice in Wonderland,This film deserves all the praise. The character development was magnificent. 'Alice in Wonderland' is definitely worth your time.,7.1,positive,0.9022,positive
22,Alice in Wonderland,Thoroughly enjoyed this film. The cinematography was wonderful.,9.6,positive,0.807,positive
23,Electrocuting an Elephant,Do not recommend this film. The cinematography was disappointing.,3.3,negative,-0.6497,negative
24,The Great Train Robbery,This movie was absolutely fantastic! The direction was incredible.,7.3,positive,0.6352,positive
25,Moses in the Bullrushes,"Not bad, not great. The plot was average.",5.3,neutral,0.6754,positive
25,Moses in the Bullrushes,It had its moments. The performances was satisfactory.,5.1,neutral,0.3612,positive
25,Moses in the Bullrushes,Thoroughly enjoyed this film. The special effects was wonderful.,8.0,positive,0.8748,positive
25,Moses in the Bullrushes,Neither impressed nor disappointed. The music was moderate. 'Moses in the Bullrushes' missed the mark.,5.2,neutral,-0.7099,negative
27,What Happened in the Tunnel,Mixed feelings about this movie. The production value was hit or miss.,4.0,neutral,0.2023,positive
27,What Happened in the Tunnel,Neither impressed nor disappointed. The story was moderate. 'What Happened in the Tunnel' missed the mark.,4.8,neutral,-0.7099,negative
27,What Happened in the Tunnel,I expected much better. The direction was weak.,3.1,negative,0.0,neutral
27,What Happened in the Tunnel,This movie was okay. The screenplay was decent. 'What Happened in the Tunnel' missed the mark.,5.1,neutral,-0.0772,negative
27,What Happened in the Tunnel,This movie is a masterpiece. The direction was exceptional.,7.3,positive,0.6249,positive
27,What Happened in the Tunnel,Watchable but forgettable. The dialogue was ordinary.,5.8,neutral,0.0,neutral
27,What Happened in the Tunnel,One of the worst movies I've seen. The dialogue was poor.,3.0,negative,-0.802,negative
27,What Happened in the Tunnel,This film was a letdown. The production value was subpar.,3.9,negative,0.34,positive
27,What Happened in the Tunnel,Amazing film from start to finish. The special effects was perfect.,7.8,positive,0.8807,positive
27,What Happened in the Tunnel,I expected much better. The character development was weak.,3.7,negative,0.0,neutral
27,What Happened in the Tunnel,"Not bad, not great. The dialogue was average.",5.1,neutral,0.6754,positive
27,What Happened in the Tunnel,Neither impressed nor disappointed. The production value was moderate.,6.5,neutral,-0.3191,negative
27,What Happened in the Tunnel,It had its moments. The special effects was satisfactory.,5.9,neutral,0.6369,positive
27,What Happened in the Tunnel,This movie is a masterpiece. The dialogue was exceptional.,8.7,positive,0.6249,positive
27,What Happened in the Tunnel,This movie is a masterpiece. The special effects was exceptional. 'What Happened in the Tunnel' is definitely worth your time.,7.3,positive,0.886,positive
27,What Happened in the Tunnel,I expected much better. The pacing was weak.,3.9,negative,0.0,neutral
27,What Happened in the Tunnel,Watchable but forgettable. The story was ordinary.,4.2,neutral,0.0,neutral
27,What Happened in the Tunnel,This movie was absolutely fantastic! The pacing was incredible.,7.6,positive,0.6352,positive
27,What Happened in the Tunnel,This movie was okay. The atmosphere was decent.,5.6,neutral,0.2263,positive
27,What Happened in the Tunnel,"Not bad, not great. The production value was average.",4.6,neutral,0.7874,positive
27,What Happened in the Tunnel,Mixed feelings about this movie. The screenplay was hit or miss. 'What Happened in the Tunnel' missed the mark.,4.5,neutral,-0.4215,negative
28,The Child Stealers,This film was a letdown. The cinematography was subpar.,3.1,negative,0.0,neutral
29,Nervy Nat Kisses the Bride,Failed to deliver on all fronts. The story was lacking.,2.9,negative,-0.5106,negative
29,Nervy Nat Kisses the Bride,Waste of time and money. The story was horrible. 'Nervy Nat Kisses the Bride' missed the mark.,2.4,negative,-0.6369,negative
29,Nervy Nat Kisses the Bride,Failed to deliver on all fronts. The performances was lacking. 'Nervy Nat Kisses the Bride' missed the mark.,2.5,negative,-0.296,negative
29,Nervy Nat Kisses the Bride,Do not recommend this film. The dialogue was disappointing.,1.0,negative,-0.6497,negative
29,Nervy Nat Kisses the Bride,This film was a letdown. The character development was subpar. 'Nervy Nat Kisses the Bride' missed the mark.,1.0,negative,0.2732,positive
29,Nervy Nat Kisses the Bride,I expected much better. The music was weak.,2.1,negative,0.0,neutral
30,A Nigger in the Woodpile,Highly recommend this movie! The production value was brilliant. 'A Nigger in the Woodpile' is definitely worth your time.,7.7,positive,0.8217,positive
31,Parsifal,Could have been better. The dialogue was fair. 'Parsifal' missed the mark.,5.4,neutral,0.4588,positive
31,Parsifal,This movie is a masterpiece. The character development was exceptional.,7.6,positive,0.6249,positive
31,Parsifal,"Some good parts, some bad. The performances was inconsistent.",5.9,neutral,-0.1531,negative
31,Parsifal,Could have been better. The acting was fair.,6.2,neutral,0.6369,positive
32,A Railway Tragedy,This film was a letdown. The special effects was subpar. 'A Railway Tragedy' missed the mark.,3.8,negative,-0.5994,negative
32,A Railway Tragedy,"Not bad, not great. The special effects was average.",5.0,neutral,0.5089,positive
32,A Railway Tragedy,Waste of time and money. The direction was horrible.,3.9,negative,-0.743,negative
32,A Railway Tragedy,Do not recommend this film. The pacing was disappointing.,3.2,negative,-0.6497,negative
32,A Railway Tragedy,"Not bad, not great. The performances was average.",4.6,neutral,0.6754,positive
32,A Railway Tragedy,This film was a letdown. The performances was subpar.,3.2,negative,0.0,neutral
32,A Railway Tragedy,Could have been better. The plot was fair.,6.1,neutral,0.6369,positive
32,A Railway Tragedy,Mixed feelings about this movie. The pacing was hit or miss. 'A Railway Tragedy' missed the mark.,4.6,neutral,-0.802,negative
32,A Railway Tragedy,Mixed feelings about this movie. The atmosphere was hit or miss. 'A Railway Tragedy' missed the mark.,6.9,neutral,-0.802,negative
32,A Railway Tragedy,Could have been better. The plot was fair. 'A Railway Tragedy' missed the mark.,6.7,neutral,-0.34,negative
32,A Railway Tragedy,One of the worst movies I've seen. The screenplay was poor.,2.2,negative,-0.802,negative
32,A Railway Tragedy,Could have been better. The music was fair.,4.2,neutral,0.6369,positive
32,A Railway Tragedy,Watchable but forgettable. The music was ordinary.,5.8,neutral,0.0,neutral
32,A Railway Tragedy,One of the worst movies I've seen. The music was poor. 'A Railway Tragedy' missed the mark.,2.4,negative,-0.93,negative
32,A Railway Tragedy,I couldn't finish watching this film. The dialogue was awful.,3.4,negative,-0.4588,negative
32,A Railway Tragedy,Could have been better. The pacing was fair. 'A Railway Tragedy' missed the mark.,4.2,neutral,-0.34,negative
32,A Railway Tragedy,An average viewing experience. The screenplay was reasonable. 'A Railway Tragedy' missed the mark.,5.3,neutral,-0.765,negative
